[39.917019, 116.552742]	初中美人完全无脑啊我擦，心伤透	Thu Oct 24 11:01:48 +0800 2013
[40.100761, 116.132358]	看这期的爸爸去哪儿，好想回家，今天接到妈妈电话，说爸爸带她出去吃饭了，听着她的笑声仿佛我也和他们在一起一样，知道他们俩现在很好我就很放心了，可是，我真的很想你们[委屈]	Fri Dec 20 23:11:38 +0800 2013
[39.725307, 116.332779]	晚餐太给力了[带着微博去旅行]好运就要来到了！[鼓掌]中奖了[钱][钱][钱]	Tue Oct 22 23:19:57 +0800 2013
[23.182347, 113.24266]	呢个星期日来翻场麻将咧？！@pploveapple@A君andC@无头像老妖	Fri Oct 11 17:32:42 +0800 2013
[23.185775, 113.25107]	这个冬天似乎比去年冷了…能不能让我暖和点[下雨][下雨][睡觉]	Sat Dec 14 16:41:47 +0800 2013
[31.2365, 121.451935]	公司门口三十块收了一个老箱子，不算漂亮。有人卖了它换新家具，我收了它当新家具。我特么现在考虑的是我怎么把它弄回去！[挖鼻屎]	Sun Jan 19 13:44:34 +0800 2014
[31.041936, 121.460143]	一天当中最痛苦的事就是早上起床，最幸福的事莫过于晚上躺在床上了～～[晕][晕]	Mon Nov 04 06:57:04 +0800 2013
[39.843651, 116.321991]	分享图片	Sat Dec 28 01:28:54 +0800 2013
[39.97069931, 116.30722046]	2014过了5天，见了两天血感了两天冒发了一天烧，我这是要红啊	Mon Jan 06 01:22:35 +0800 2014
[31.375196, 121.474998]	安倍突访土耳其，名义上是祝贺，实际上是离间中土关系。众所周知，中国向土耳其出售导弹，美欧的酸葡萄心理可以理解，但奇怪的是，你小日本既不是这宗軍购的参与方，也不是中东地缘政治的游戏方，为何要横加阻拦？安倍针对的显然是中国日益扩大的国际影响力。	Wed Oct 30 19:48:10 +0800 2013
[23.122999, 113.341003]	工作结束，下班的这一秒是最激动的，嘻嘻	Sun May 25 22:50:31 +0800 2014
[22.896, 112.88599]	再系甘打机，我迟早会傻的啊！！这游戏今我太激气了	Wed Nov 27 23:57:25 +0800 2013
[39.986293, 116.478485]	充分感觉这次考试耗费了我大半生的功力,还有两科,寒假你好[书呆子][书呆子][书呆子][书呆子][奧特曼]	Wed Jan 15 00:00:48 +0800 2014
[31.346511, 121.461143]	紧急通知：12月5日一定不去影院，大家一起为贞子票房为零做努力！中国人拍的金陵十三钗在日本票房为零。小日本拍的贞子3D将于12月5日在中国大陆上映。而12月5日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人让贞子票房为零。朋友们中国人必须顶！	Thu Oct 24 23:36:22 +0800 2013
[31.292909, 121.535168]	#冬天来了我长这样#不喜勿喷[嘻嘻][嘻嘻][嘻嘻]	Thu Nov 20 12:59:40 +0800 2014
[23.103925969, 113.34369431]	靠物质支撑的幸福感，都不能持久，都会随着物质的离去而离去。只有心灵的淡定宁静，继而产生的身心愉悦，才是真正的幸福源泉	Fri Nov 15 23:56:20 +0800 2013
[31.160104, 121.453475]	★一只粉笔两袖清风★三尺讲台四季晴雨★加上五脏六腑七觜八舌九思十想★滴滴汗水诚滋桃李满天下★《打一名字》	Thu Dec 05 08:21:31 +0800 2013
[39.912781, 116.588509]	我们好像在哪里见过，你还记得吗	Tue Dec 10 21:56:34 +0800 2013
[39.72503, 116.11827]	AIMIX瑞士美白身体乳可擦的部位颈部的肤色修饰后可使肤色匀称。膝盖：夏日的清凉打扮，使膝盖的深沉肤色表露无遗。背部或全身皆可使用，全身美白更添女性魅力。腿部：腿部的美白不论何时都是女人最重要话提想白哪里涂哪里10秒钟神奇美白，14天能白一个度！！	Sun Oct 27 14:11:03 +0800 2013
[23.131836, 113.250076]	#Banana#今日新车云~Banana质量保证车架前叉非人为损坏终身包换免费维修!实体店地址：广州市东风西路新桥街6号106铺@PerFecT_MinglinG卓明@黄佐佐安@泰式后庭花@Grow_c@Gary何xL	Mon Nov 11 15:07:29 +0800 2013
[31.219801, 121.519302]	#英国短毛猫#一个个都好肥嘟嘟[哈哈][哈哈]	Sun Oct 19 08:27:56 +0800 2014
[31.144275, 121.627507]	不要生气，生气死得早，所以，做人要淡定！[书呆子][书呆子][书呆子]	Wed Dec 04 21:12:20 +0800 2013
[31.214804, 121.417335]	我在上海，一辈子都难遇见的动物与绝美风景！#根本停不下来#)	Thu Feb 20 22:08:19 +0800 2014
[31.228172, 121.494219]	wonderfulshanghai	Sat Nov 16 18:12:42 +0800 2013
[39.9218760809, 116.416808765]	我在滇山云水庭院餐厅	Wed Dec 11 13:08:55 +0800 2013
[39.865028, 116.378998]	太惊险啦！！刚刚把身份证弄丢啦！找了一圈没找到！、还好已经到值班美女手中啦！！！阿弥托佛！！！！	Mon Jan 27 23:59:19 +0800 2014
[31.230254, 121.456585]	拍了照片到#Vida每日随拍#,播放照片微电影：	Mon Dec 30 18:04:41 +0800 2013
[23.096628, 113.363392]	#米粉在哪儿#广州的超级米粉，希望可以抽到小米3送给父亲大人威风一下，哈哈@小米手机	Mon Dec 16 17:33:52 +0800 2013
[39.992889, 116.337631]	能不能不在拖拖拉拉，改，必须改	Sun Oct 27 14:15:07 +0800 2013
[31.195511, 121.418243]	鸡生蛋，鸡也拉屎，但你肯定只吃蛋，不吃屎的，对鸡如此对人亦然。每个出色的人，都會生蛋也會拉屎，例如他很会开公司，那你就买他家股票来赚钱，至于他亂說話，你就不用学。你最要紧是多吃鸡蛋少理鸡屎，吸取营养壮大自己。很多人放着蛋不吃，整天追究屎，难道靠吃屎能变壮大？	Thu Oct 24 23:57:18 +0800 2013
[39.933968590909, 116.27759859091]	最近总是翻来覆去的睡不着，在酒店胆小，在家里晚上睡不着，白天又睡得太多，真的是苍老了。。。明天又要努力奋斗，真是难过。。。[泪][泪][泪][泪][泪]	Sun Oct 27 23:57:01 +0800 2013
[23.055, 113.082001]	老大，希望你也可以一輩子都幸福的笑著。因為有著多不勝數的鰻魚，而我只是茫茫人海中的一個，明明知道你不一定看得到，但是我還是會等待好運降臨在我頭上的。오빠，사랑해요！（要好好照顧自己喔）[親親][親親]@张根硕@张根硕贴吧官方微博	Thu Feb 20 21:07:44 +0800 2014
[31.22912, 121.42777]	我在王朝大酒店#吃饭#。吃喜酒	Sat Oct 19 18:46:13 +0800 2013
[23.20611, 113.26903]	想了下不到十天考证了。十个单元的题目，二个多星期了我还没复习完一个单元！怎么办怎么办啊	Thu Nov 14 01:54:22 +0800 2013
[39.99024, 116.35709]	男人比女人更了解男人。	Fri Oct 25 15:52:03 +0800 2013
[39.983551, 116.322258]	微博已经沉寂N久了，其实我还活着	Tue Oct 29 10:19:58 +0800 2013
[40.05572, 116.31434]	#华晨宇我不后悔选择你#花花加油。	Wed Jan 01 23:56:23 +0800 2014
[31.13185, 121.42394]	#中国十帅#我的男神，吴彦祖	Sun Sep 07 07:29:31 +0800 2014
[40.02514, 116.310988]	#别拿生命熬夜#哎！立马睡![月亮][月亮]	Sun Jan 05 00:35:42 +0800 2014
[40.05519, 116.36523]	天津，我们来过	Sun Oct 19 19:27:24 +0800 2014
[23.16565, 112.89083]	甘就过左一个休息日啊！！	Sun Nov 03 17:23:21 +0800 2013
[40.03603, 116.36895]	可爱妞妞，[哈哈][爱你][围观]	Mon Jan 06 11:12:33 +0800 2014
[40.076, 116.244003]	天气不错难得见到蓝天而且是很蓝很蓝的	Fri Jun 27 22:51:50 +0800 2014
[40.16996, 116.3223]	#北京晚报让红包飞#	Wed Jan 15 23:44:53 +0800 2014
[23.149972, 113.248131]	百搭帽子	Wed Jan 15 11:56:53 +0800 2014
[22.927319, 113.381384]	今天被几个小朋友拉着我玩这个，勾起了我童年的回忆[吃惊][吃惊]	Sun Mar 02 23:26:34 +0800 2014
[23.247843, 112.91257]	男神与屌丝的分别~~~[困][困]	Thu Jan 09 23:21:46 +0800 2014
[40.177871, 116.422065]	想不开心的事就是给自己喂苦药但往往没人递给你糖	Sun Oct 19 23:26:47 +0800 2014
[31.11755, 121.564568]	我的一句話，妳馬上就能實現[爱你][爱你][爱你]爸爸我愛你[爱你][爱你][爱你][爱你]	Sat Dec 21 18:10:19 +0800 2013
[31.070357, 121.759534]	顶着太阳发传单。又累又渴，苦啊…	Mon Mar 03 11:28:51 +0800 2014
[39.841335, 116.445946]	人生就是一杯苦咖啡！当眼泪流尽时，留下的应该是坚强，这一秒钟不放弃，下一秒钟就有希望！	Sat Jan 18 18:45:10 +0800 2014
[39.795567, 116.371994]	这是我家的小狗狗，可爱不[哈哈][哈哈][哈哈]	Fri Feb 28 10:58:32 +0800 2014
[22.922611, 113.008021]	似醉不醉，似醒不醒，感觉上天，游龙戏凤，飞天遁地，呵呵。	Sat Oct 19 23:21:37 +0800 2013
[31.22555, 121.528023]	盛夏光年已逝一叶知秋[落叶][下雨]	Wed Oct 16 23:59:26 +0800 2013
[39.901431904, 116.65900731]	人生就是一场无止境的漂泊。面对生活中那些触不及防的意外、突如其来的伤痛、从天而降的灾难，相信，只要有爱，就有足够勇气去承受人生中所有的风雨。	Mon Dec 22 23:55:35 +0800 2014
[23.26231, 113.24308]	要我等半个小时或半个小时以上才去的聚会，以后就不要叫我。因为我耐性有限	Sun Dec 22 23:37:42 +0800 2013
[22.83393, 113.16579]	我这样丢三落四的，总有一天把我自己给丟了[笑哈哈]	Sun Sep 07 18:02:51 +0800 2014
[23.133967, 113.32717]	最后的晚餐，搞定	Sun Mar 02 18:47:19 +0800 2014
[23.155251443258, 113.2650896503]	[泪][泪][泪]晚查房刚结束，好辛苦……	Thu Feb 27 21:16:46 +0800 2014
[31.226252, 121.546898]	果然还是一点一点变了	Thu Oct 31 18:36:29 +0800 2013
[39.897113369415, 116.27406509725]	修炼	Sun Oct 13 06:56:42 +0800 2013
[39.907176, 116.347331]	大爷的	Thu Nov 21 10:51:18 +0800 2013
[31.23538, 121.75157]	我在林克司高尔夫乡村俱乐部。什么鸟地方？	Tue Nov 19 15:08:34 +0800 2013
[22.912987, 113.419216]	我用传说中的#抢机神器小米商城#预约了@小米电视	Tue Dec 31 21:00:04 +0800 2013
[39.92297, 116.485825]	媒体人参加影视大奖华鼎奖国际研讨会。许戈辉、康洪雷、文隽、许柏林、李建栋等诸多专家发言异彩纷呈。	Wed Oct 30 17:33:11 +0800 2013
[31.283135988567, 121.50083329448]	很喜欢这个大学，有我喜欢的味道。是很多艺考生向往的学堂。爱这个城，爱这所学堂。我想成为这里的一员，加油加油加油!!!一起努力，复试见!	Sun Jan 19 10:41:46 +0800 2014
[23.326399, 113.125847]	今日光棍节，好特殊的日子，一定记住的	Mon Nov 11 20:34:23 +0800 2013
[23.161937, 113.446052]	Gogogo[嘻嘻][嘻嘻][嘻嘻]@Jane小思	Fri Feb 28 19:25:10 +0800 2014
[39.877335, 116.703278]	你留下来的垃圾.我一天一天总会丢完的.我甚至真心真意的祝福.永恒在你的身上先发生.你还是要幸福.你千万不要在招惹别人哭.所有错误从我这里落幕.别跟着我铭心刻骨.你还是要幸福.我才能确定我还得很清楚.确定自己再也不会占据你的篇幅.明天开始这一切都结束　　	Sat Nov 16 23:07:34 +0800 2013
[40.11359, 116.303314]	我的一米阳光[太开心][太开心][太开心]	Thu Feb 27 15:14:06 +0800 2014
[30.663211, 103.899601]	啦啦啦啦…又放假！@赖寒不耐寒头发还是湿哒哒，起来早啦！	Tue Oct 29 09:26:34 +0800 2013
[39.899396, 116.375139]	@口袋购物会很好看么	Mon Dec 30 20:56:18 +0800 2013
[31.2619017542, 121.460953593]	我在内环南北高架口	Wed Jan 22 10:42:37 +0800 2014
[23.104993, 113.123573]	终于结束了，各位晚安[可爱]	Mon Nov 04 23:22:08 +0800 2013
[30.678579, 104.023003]	成都二环高架真心老火，成温琼高速出来一条路，车流量如此大的大道，竟然还没有高架入口……又一条主干道武候大道，竟然没有由西向东的二环高架入口，太不合理了[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]@成都全接触@地道的成都崽儿	Sat Mar 22 11:05:10 +0800 2014
[23.235116, 113.275996]	我親苦	Fri Dec 13 14:22:51 +0800 2013
[31.26, 121.431999]	这次奢华了[鼓掌]现货『小香原单』眼线笔：快干、防泪、汗、水、皮脂…从划上去的那一刻起，时间彷佛就停止在幸福的梦幻泪眼中，完美的眼神可持续一整天～极细致刷毛设计，速干、弹性好，使用方便顺手，可随意勾勒出动人的眼型。兴趣的私信聊[嘻嘻]	Tue Mar 04 20:11:34 +0800 2014
[30.685233, 104.02588]	分享歌曲，#陈柏宇-手放开#[奥特曼]	Sat Mar 22 07:08:51 +0800 2014
[39.755226, 116.350242]	2013年5´11号,北京站舞极限演唱会时看到你的第一次那么兴奋!时隔五个月,今日终于又见到,变了哦,[花心]第一次接机送机,第一次离你是那么如此的近距离,看着你那脸上种种有时不同的表情,我们都好开心,罗:你是最棒的!我们永远支持人!相信我们!也要相信你自己!@羅志祥	Mon Dec 02 23:56:50 +0800 2013
[31.283861113, 121.52361638]	上午好大家！	Tue Nov 12 09:23:17 +0800 2013
[39.923416, 116.301773]	爸爸说：这是迷路第一名的奖品。哈哈。我有小一号的新水壶了。	Mon Dec 02 17:05:30 +0800 2013
[23.099919636, 113.47804883]	您去哪了？！真的是在大海的怀抱么？那么，大海啊，请守护这些在你们怀里的人儿！“海巡31”“南海救115”和“南海救101”……您们加油~海员们“关键时刻发挥关键作用”～[蜡烛][蜡烛]	Mon Mar 10 08:52:18 +0800 2014
[22.879172, 113.186549]	最新一集奔跑吧兄弟超好睇！！！邓超是男神[哈哈][哈哈]娘娘我嫉妒你←_←	Sat Dec 06 22:56:12 +0800 2014
[40.056931, 116.416107]	现在的秋天、就象过冬天了一样！好冷好冷…我要保护好身体、要不然没法歌歌了[耶]	Thu Oct 24 18:44:29 +0800 2013
[30.638132, 104.057693]	你对一个人有欲望，那叫喜欢，你为一个人忍住欲望，那叫爱！看来我们都是真的相爱了。加油！	Fri May 09 16:43:38 +0800 2014
[22.887578, 112.979583]	上班无野做无聊[睡觉]	Tue Oct 29 10:34:59 +0800 2013
[39.838062, 116.319]	等五分钟[兔子]	Sun Nov 24 23:08:04 +0800 2013
[31.1947, 121.326202]	还能赶得上吧？merrychristmas～	Tue Dec 24 23:55:17 +0800 2013
[30.662215, 104.055703]	晚安[困][打哈气][打哈气][打哈气][打哈气][打哈气][嘘]	Fri Dec 13 22:40:00 +0800 2013
[30.64131, 104.08875]	二哥生快	Sat Nov 09 23:59:46 +0800 2013
[39.97549181, 116.36890815]	我在虾米音乐听到一张好听的精选集《2013年热门动漫歌曲盘点怎么会有佐香智久这首歌@MySashihara	Fri Jan 24 08:45:58 +0800 2014
[30.928945, 121.482307]	我在朔望月日本料理(签到1次)：挺不错的环境，刺身很新鲜。	Sun Nov 17 23:32:35 +0800 2013
[31.216943, 121.466252]	数学老师说:人生的最高境界是花未全开月未圆。上了年纪的老人的肺腑之言。对于年轻气盛的我们真是最好的提醒。尤其是医学生，或许心平气和正是当今医生所缺乏的，以平和的心态配合恰当的语言技巧，这样我们才可能尽我们所能去创建和谐的医患关系[可爱][呵呵]	Tue Nov 19 20:47:56 +0800 2013
[23.202964, 113.2677]	老姐～～～～好感动阿	Wed Oct 23 22:27:06 +0800 2013
[39.814285, 116.539101]	3166...	Sun Nov 03 18:16:43 +0800 2013
[30.760838, 103.954619]	我不断的催眠自己:要听课要听课要听课……但还是没成功	Fri Oct 25 14:37:26 +0800 2013
[31.106831, 121.386887]	当captain了[哈哈][哈哈][哈哈]	Sun Jan 26 13:30:50 +0800 2014
[22.857, 113.113998]	南方的天气真难过[抓狂][抓狂]	Tue Feb 18 19:52:16 +0800 2014
[23.149321, 113.324768]	粗发[嘻嘻]	Sun Sep 07 08:36:00 +0800 2014
[39.907421, 116.374237]	说走就走。美丽的北京。你带给我了一次疯狂。我喜欢[酷][酷]	Sat Jan 11 09:51:04 +0800 2014
[23.165054, 113.42532]	再见了光宝电子先回学校	Mon Jan 27 23:51:05 +0800 2014
[30.600573, 104.052115]	人生很短，开心了就笑，不开心了就过会儿再笑。[兔子][兔子]	Tue Oct 22 11:15:06 +0800 2013
[23.113636, 113.210968]	哈哈今天太阳从西边出来啦！[太阳][太阳]	Thu Nov 14 17:06:55 +0800 2013
[31.188402, 121.4067]	忙了一天终于躺下来了。房间里还算安静，虽然窗外有时会传来马路上汽车声音。自我面对，突然好像产生出从前的感觉来。于是长舒一口气，想就此休息，再休息:需要正能量。	Tue Nov 05 21:11:20 +0800 2013
[31.2096, 121.45294]	我在星巴克STARBUCKS(汾阳路店)#喝咖啡#。医院门口找了家店打发时间⌚️蔓越莓白巧克力摩卡的季节又来了	Fri Nov 15 15:43:28 +0800 2013
[40.0168, 116.525131]	天下皆知美之为美，斯恶已。皆知善之为善，斯不善已。有无相生，难易相成，长短相形，高下相盈，音声相和，前后相随。恒也。是以圣人处无为之事，行不言之教；万物作而弗始，生而弗有，为而弗恃，功成而不居。夫唯弗居，是以不去。	Thu Dec 05 23:25:06 +0800 2013
[39.92999, 116.3956]	(北京市)#深圳市禾睿德咨询有限公司##云招聘##仓储经理#。联系人:@猎头-Elaine	Fri Nov 22 10:26:05 +0800 2013
[31.19533, 121.43679]	3ce的水彩咬唇笔真心不错，不掉色的！大红色的也能驾驭的了[嘻嘻][嘻嘻][嘻嘻]…不过脸真的是肥嘟嘟的……夏天你慢慢来…[泪][泪][泪]	Mon Apr 07 17:08:44 +0800 2014
[31.098551, 121.34066]	人一直不齐，齐了竟没人有球。。。@黑眼圈是好孩纸	Fri Nov 22 22:55:12 +0800 2013
[31.2248275983, 121.473180437]	我在518终点站	Mon Dec 02 18:07:59 +0800 2013
[30.732195, 103.961395]	终于可以睡觉了。[困][困][困][打哈气][打哈气][打哈气]我想他了	Tue Nov 19 03:15:58 +0800 2013
[31.25296, 121.490858]	太好了	Thu Jan 16 12:32:32 +0800 2014
[30.699534, 103.96717]	有嗦?！@眼球振动的癫麻批@fallenT-totJ-ILUD	Fri Jan 17 22:27:21 +0800 2014
[30.719349, 104.095688]	成熟不是看你的年龄有多大，而是看你的肩膀能挑起多重的责任。真正的幸福是一点一点争取的，是一天一天积累的。不要去伤害爱你的人，也不要让你爱的人受伤害。其实每个人一开始都不懂爱情，与爱人一起经历一些事情，甚至一起经历一些痛苦，才能变得成熟，才会懂得珍惜。	Mon Oct 14 22:47:06 +0800 2013
[31.19183, 121.44971]	#暖暖环游世界#我在旅行者暖暖（17）任务中遇到了困难，穿着要求:。谁来帮帮我获得完美评分呢?	Sun Oct 19 00:26:47 +0800 2014
[31.0489, 121.8131]	这位是新鲜的马洪东，今日售价100块哦！[哈哈]都你们玩的，我才不会卖他呢。	Mon Dec 22 14:36:59 +0800 2014
[31.231386, 121.410392]	我不认识他[转发]@拒绝胡萝卜的老西哥	Tue Nov 19 22:19:54 +0800 2013
[31.224726, 121.450562]	董荷斌合照！太开心！华人车手的骄傲！	Sun Oct 27 20:52:19 +0800 2013
[31.170918, 121.48172]	好想去旅游。。。好想去旅游。。。好想去旅游。。。可是没有假期。。。你们竟然都出去了@不期__@Love_Donny@DJ一雯@Liz_青香。。。	Thu Nov 21 12:23:22 +0800 2013
[40.109992, 116.384456]	爸爸生日小聚一下，全家总动员啊！	Sat Oct 26 23:59:42 +0800 2013
[30.614826, 104.02565]	哈哈[嘻嘻][嘻嘻][嘻嘻]@HZT-ao	Sun Nov 24 23:11:36 +0800 2013
[31.232166699113, 121.47640041774]	这大晚上把人吃的直接顶住[偷笑][偷笑][偷笑]	Sat Jan 25 21:30:37 +0800 2014
[39.926311, 116.447517]	#洗洗过年咯#我这忙活一天了还得伺候您老人家。这不让别人摸手摸屁股的毛病真让人没辙。每次都弄的我满头大汗	Thu Jan 23 21:09:51 +0800 2014
[39.984416201, 116.39155298]	看破不说破，我不问你不说是隔阂。。。	Thu Feb 20 07:18:57 +0800 2014
[40.10223, 116.24441]	今天真心累了，早点睡吧，晚安@两个巴掌脸O	Sun Jul 13 23:41:54 +0800 2014
[23.251727, 113.254642]	JIMMYCHOO本季最新款，十二星座原单货，绘染底色和各式各样的土豪金动物星座、闪亮的烫金修饰，瑰丽色彩的单品，给人们带来无限惊喜！	Wed Nov 27 08:26:58 +0800 2013
[22.89646, 113.30973]	两阳，生日快乐@zlx要长高4厘米@vivier--羊@晓_晓云灰常热爱生活@芭比超人z雪怡@绝爱蓝色妖姬@二般-爱-冯玉婵@我就是一只猪仔@林月琼要起身吃早餐@Zeng华lhj，曾经的同学，想你们了	Sun Nov 10 23:59:59 +0800 2013
[39.844002, 116.416]	一连N天白天“隐忍”，夜里闹病的状态！能不能烧出来！能不能给个痛快！！	Thu Jan 23 23:56:12 +0800 2014
[22.906142, 113.150562]	一切尽在不言中[蛋糕][蛋糕][蛋糕]今日主角系你，听日到我了[爱心传递][发红包]@-V籽__馮威遠	Fri Oct 18 23:11:39 +0800 2013
[39.758149, 116.303001]	谢天谢地科目一通过，临时抱佛脚昨晚答题一直是八十五分左右心里没底来考试，90分[哈哈]多一分都没有，答题到最后胆战心惊[晕]	Thu Mar 06 12:03:00 +0800 2014
[23.11087, 113.18978]	#2013黑色星期五#我真是够黑，喝了假红酒，现在还头痛。咒那些黑心的商家[泪][泪][泪]	Fri Nov 29 11:10:39 +0800 2013
[23.070003, 113.22997]	西晒了，全身出晒汗和无晒力，汗多到成只水鬼甘。病魔来临了，回家吃药迎接。	Wed Nov 06 11:44:13 +0800 2013
[31.270388, 121.504524]	#1212万万没想到#这是我的2013年淘宝画像，赚的不多，花了不少，吃的不多，胖了不少。	Mon Dec 02 17:19:35 +0800 2013
[23.0489, 112.939684]	你若不坚强，谁替你逞强[耶]	Fri Nov 22 22:06:59 +0800 2013
[23.011915, 113.341568]	[困死了]忙了一天终于可以睡觉	Tue Oct 22 23:49:50 +0800 2013
[31.029953, 121.508397]	多啦A梦和M&M的奇思妙想…[好爱哦]@Always_k	Sun Oct 13 17:25:15 +0800 2013
[30.695419, 104.074181]	谢谢好几个成都的朋友的这几天照顾，谢谢于姐的大餐，聊的很开心，有机会还来玩[嘻嘻]	Tue Oct 22 14:23:27 +0800 2013
[39.863762764821, 116.31037554193]	地铁里挤出一群人，和两只鸟，它们散步到了地板下，消失在了墙壁中。莫非这就是平行宇宙重叠时空？wow…	Sat Dec 06 23:20:49 +0800 2014
[39.895768, 116.260959]	你知道么？我真的好羡慕别人的爱情，那些为爱情去双宿双飞，那些为爱情不顾一切的人，虽然别人看来她们好傻，只有他们自己知道，他们为爱情付出，他们问心无愧，难道我真的只有羡慕的份？光棍节来了，而我真的是光棍了，	Sun Nov 10 23:49:31 +0800 2013
[39.92709, 116.338928]	同料开出来的阳绿镯	Tue Jan 07 18:36:44 +0800 2014
[23.312889, 113.311996]	你以为很重要，你以为那就是全部，到头来只是你以为罢了	Sun Nov 03 23:09:25 +0800 2013
[23.004545, 113.369507]	忠言逆耳，好心做坏事，算啦，明白我嘅人自然就会明，唔了解我嘅人就由得你误会吧[浮云][浮云][围观]好像在看一面镜子哦[杰克逊]	Fri Nov 01 23:48:29 +0800 2013
[39.928253, 116.624054]	最近……	Sun Feb 16 23:41:14 +0800 2014
[39.7383, 116.542]	今天才发现还有包行李没打开，都忘了这次出门给自己带回来的礼物，右边那只，是不是跟左边那只很配[嘻嘻]，但貌似有点儿不和，哈哈[抠鼻屎]	Thu Mar 19 12:28:55 +0800 2015
[30.738723, 103.968093]	我用传说中的#抢机神器小米商城#预约了@小米电视	Wed Jan 01 09:34:56 +0800 2014
[23.161577, 113.347091]	准备返程。。。。。	Sun Jan 12 16:54:42 +0800 2014
[22.9527, 113.236694]	你要我点做！你要我点答你呢	Sun Jan 05 23:28:19 +0800 2014
[31.1947, 121.32621]	好累[带着微博去旅行]	Sun Nov 24 18:26:32 +0800 2013
[31.409428, 121.645966]	#女人节#真诚的祝福全天下的女性节日快乐，永远健康自信。	Sat Mar 08 20:13:50 +0800 2014
[31.199768, 121.431213]	这回笼觉睡得昏天暗地	Sun Nov 24 12:39:49 +0800 2013
[22.817582, 113.468181]	人贵在自知自明，才能知足，我觉得只有知足的人才是最幸福的！	Thu Jan 09 17:44:08 +0800 2014
[31.342747, 121.450104]	[害羞][害羞][害羞]对你，已经不是一些些的喜欢了。这怪你[心][心][心]	Thu Dec 05 23:10:59 +0800 2013
[31.316885253, 121.39340358]	好想发给某人看[生病]	Fri Oct 18 08:05:39 +0800 2013
[39.8675517146, 116.347431198]	如果你都偶像回复了你的转发你要怎么做呢[抓狂][抓狂][抓狂][抓狂][思考][思考][太开心][太开心]	Thu Dec 19 21:08:09 +0800 2013
[23.267, 113.009003]	来自香港客户的玛莎拉蒂，原车海拉2双光透镜不给力、当然改极品德国原装海拉3双光透镜啦、如此完美的灯光升级来自-恒光车灯	Tue Feb 25 23:14:50 +0800 2014
[31.2639664, 121.4528576]	我刚刚在《幻想英雄》签到啦	Sat Mar 01 00:17:07 +0800 2014
[23.070099, 113.409991]	我的天空又是一片灰暗。	Tue Oct 22 23:18:14 +0800 2013
[31.212395, 121.517653]		Mon Dec 22 16:49:46 +0800 2014
[40.14984, 116.38738]	模型到手AudiQ5和ToyotaLANDCRUISER各一辆[嘻嘻]	Thu Dec 19 16:51:09 +0800 2013
[23.106931, 113.474271]	想听英文歌	Thu Jan 02 23:19:05 +0800 2014
[31.290887, 121.519027]	新年快乐！想象乐的教室里面下雪啦……	Fri Jan 17 10:41:01 +0800 2014
[39.755144, 116.305975]	大美妞。哈哈，我们又一块了	Sat Jan 11 22:47:26 +0800 2014
[39.916096, 116.411179]	哇哦...小伙伴们都惊呆啦[偷笑]	Thu Oct 31 23:47:20 +0800 2013
[39.984412, 116.47517]	最近颇为不爽啊阿阿阿阿阿阿阿	Sun Mar 09 13:36:27 +0800 2014
[22.997442, 113.101872]	某些话，对自己来说是玩笑但却可能对方的逆鳞…。我不应该把我的观念强加在你身上。朋友对不起了[悲伤][悲伤]@-CZJ-梓健	Sun Feb 16 15:01:10 +0800 2014
[40.063, 116.417099]	希望有幸存者。祈福马航	Sat Mar 08 14:28:29 +0800 2014
[23.07047, 113.201078]	你们能看出这个是谁么。。。。。[哈哈][哈哈][哈哈]	Wed Dec 04 23:26:12 +0800 2013
[39.98486, 116.38349]	实验室空调也是够奇葩的，一个制冷一个制热，在那里呼呼的吹[汗][汗][汗]	Mon Mar 30 13:39:03 +0800 2015
[23.033133, 113.152679]	星期天做头发[呵呵]	Sun Oct 20 16:30:22 +0800 2013
[39.727748, 116.266464]	今天是我的生日，本来是件很高兴的事，可是我没能高兴起来、因为我辛苦几个月的一个工程、结果确被贪官夺走了……天理何在！悲哀、悲哀……	Tue Dec 10 19:47:22 +0800 2013
[39.88738, 116.46803]	2014,pleasebenicetome！Wishgodblessme！	Tue Dec 31 23:45:48 +0800 2013
[39.91782, 116.485626]	小花茁壮成长	Tue Mar 04 22:03:58 +0800 2014
[23.054628, 113.449641]	自打上班后，爸妈总是各种关心各种好。下班晚了总是把我爱吃的宵夜打回家放冷给我吃，可我却总是的身在福中不知福，或许我该长大了，不能再意气用事了。爸妈，我爱你们。[爱你][爱你][爱你][玫瑰][玫瑰][玫瑰]	Wed Nov 13 00:11:08 +0800 2013
[31.2344, 121.483727]	又一次跑到南京路，[思考]美女好多喔！[花心]	Thu Oct 31 18:26:15 +0800 2013
[23.104097, 113.280568]	[哈哈][话筒]好久沒有放聲大唱了[音乐][音乐]突然想吃雪糕咯猜猜哪個是俺的[困]	Mon Dec 23 19:19:06 +0800 2013
[23.12428, 113.39966]	好想做大雄，因为佢有哆啦A梦，我都想要	Wed Nov 27 01:10:11 +0800 2013
[23.09622, 113.320099]	一切都是咎由自取，再不开心也要藏心里	Sun Jan 12 09:06:52 +0800 2014
[39.9935, 116.337898]	积食卒于双马	Thu Jan 23 13:49:01 +0800 2014
[30.669933, 104.078659]	回忆像个说相声的人！	Thu Feb 20 10:09:56 +0800 2014
